Key,Date,mmdd,DayOfTheWeek,Area,Distance,Timestamp,Tip,OrderAmount,TipPercent,Housing,GenderOfTipper,Cash/Credit_Tip,Cash/Credit_Order,PersonWhoDelivered,Area(text),Latitude,Longitude,month
172,42273,926,Saturday,5,0.6,0.674305556,5.86,34.14,17.1646163,Business,Female,Cash,Cash,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
173,42233,817,Monday,5,1.2,0.672916667,0,17.73,0,Apartment,Male,-,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
174,42253,906,Sunday,5,1,0.672916667,2.16,17.84,12.1076233,House,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
175,42287,1010,Saturday,2,2.9,0.672916667,5,16.78,29.7973778,Hotel,Male,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
176,42238,822,Saturday,1,2.3,0.670833333,3.15,27.85,11.3105925,Apartment,Female,Cash,Cash,Sammie,North End,43.633105,-116.208304,Aug
177,42221,805,Wednesday,6,1.5,0.667361111,4.08,30.92,13.1953428,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
178,42245,829,Saturday,10,4.4,0.667361111,5,25.78,19.3948798,House,Male,Cash,Credit,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
179,42267,920,Sunday,4,2.9,0.666666667,2,28.44,7.0323488,House,Male,Credit,Credit,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
180,42287,1010,Saturday,9,0.6,0.665972222,5,24.04,20.7986689,Apartment,Male,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
181,42228,812,Wednesday,1,3.9,0.663888889,3,26.73,11.2233446,House,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Aug
182,42235,819,Wednesday,7,2.5,0.663888889,4,21.55,18.5614849,House,Female,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
183,42209,724,Friday,2,3.6,0.6625,3.63,16.37,22.1747098,Apartment,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
184,42260,913,Sunday,9,0.3,0.6625,3.22,16.78,19.1895113,Apartment,Male,Cash,Cash,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
185,42220,804,Tuesday,6,1.3,0.661111111,3.06,26.94,11.3585746,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
186,42218,802,Sunday,2,2.9,0.660416667,5,23.18,21.5703192,House,Male,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
187,42227,811,Tuesday,10,3.9,0.660416667,3,15.4,19.4805195,House,Female,Credit,Credit,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
188,42260,913,Sunday,5,0.6,0.660416667,4,21.01,19.0385531,House,Female,Credit,Credit,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
189,42231,815,Saturday,6,0.9,0.659722222,2,12.27,16.2999185,House,Male,Cash,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
190,42273,926,Saturday,2,2.5,0.659722222,3.02,21.98,13.7397634,Apartment,Male,Cash,Cash,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
191,42287,1010,Saturday,6,1.5,0.659722222,2.28,15.72,14.5038168,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
192,42218,802,Sunday,2,2.5,0.659027778,3,15.27,19.6463654,House,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
193,42274,927,Sunday,1,2.2,0.659027778,0,20.75,0,Apartment,Female,-,Credit,Sammie,North End,43.633105,-116.208304,Sep
194,42246,830,Sunday,2,3.1,0.658333333,3,14.65,20.4778157,House,Female,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
195,42211,726,Sunday,8,2.6,0.657638889,5.51,47.49,11.6024426,Apartment,Male,Credit,Credit,Angel,Hidden Springs,43.723879,-116.255046,Jul
196,42225,809,Sunday,1,2.4,0.657638889,3,12.92,23.2198142,House,Female,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
197,42245,829,Saturday,9,0.5,0.657638889,2,12.38,16.1550889,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
198,42236,820,Thursday,2,1.3,0.656944444,3.92,16.08,24.3781095,Business,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
199,42230,814,Friday,6,1,0.65625,5,46.44,10.7665805,House,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
200,42218,802,Sunday,3,2.1,0.653472222,1,21,4.7619048,Apartment,Female,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
201,42302,1025,Sunday,6,2.8,0.652777778,1.12,18.88,5.9322034,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
202,42231,815,Saturday,1,2,0.652083333,3,19.41,15.4559505,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
203,42224,808,Saturday,9,0.0789,0.651388889,3,17.71,16.9395822,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
204,42217,801,Saturday,5,0.6,0.649305556,10.12,29.88,33.8688086,Business,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
205,42221,805,Wednesday,1,1.8,0.649305556,3,15.72,19.0839695,House,Female,Cash,Cash,Angel,North End,43.633105,-116.208304,Aug
206,42238,822,Saturday,7,2.9,0.647222222,4,30,13.3333333,House,Male,Cash,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
207,42203,718,Saturday,5,0.8,0.646527778,4.02,18.98,21.1801897,House,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
208,42220,804,Tuesday,1,2.8,0.644444444,4,22.76,17.5746924,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
209,42235,819,Wednesday,5,1.2,0.64375,5,21.95,22.7790433,Apartment,Male,Credit,Credit,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
210,42245,829,Saturday,4,3.2,0.64375,4,19.25,20.7792208,House,Male,Credit,Credit,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
211,42238,822,Saturday,6,1.5,0.643055556,1.47,28.53,5.1524711,House,Male,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
212,42231,815,Saturday,1,3,0.642361111,0,40.59,0,Apartment,Male,-,Credit,Sammie,North End,43.633105,-116.208304,Aug
213,42218,802,Sunday,1,2.8,0.641666667,1.52,11.48,13.2404181,House,Male,Cash,Cash,Angel,North End,43.633105,-116.208304,Aug
214,42228,812,Wednesday,8,8.3,0.641666667,5,19.5,25.6410256,House,Male,Credit,Credit,Sammie,Hidden Springs,43.723879,-116.255046,Aug
215,42238,822,Saturday,2,2.9,0.641666667,2,16.73,11.9545726,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
216,42211,726,Sunday,9,2.6,0.640972222,2,19.63,10.188487,Apartment,Male,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
217,42211,726,Sunday,2,2.6,0.639583333,1,12,8.3333333,House,Female,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
218,42227,811,Tuesday,3,3.1,0.639583333,0,14.49,0,Apartment,Male,-,Credit,Angel,Garden City,43.633857,-116.24628,Aug
219,42220,804,Tuesday,1,2.5,0.638194444,3,14.65,20.4778157,House,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Aug
220,42229,813,Thursday,6,1.3,0.636805556,1.88,14.12,13.3144476,House,Female,Cash,Cash,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
221,42245,829,Saturday,10,3.6,0.636805556,0.69,26.31,2.622577,House,Male,Cash,Cash,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
222,42252,905,Saturday,2,2.5,0.634027778,3.92,22.08,17.7536232,Apartment,Male,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
223,42227,811,Tuesday,5,1.4,0.633333333,2,27.24,7.3421439,House,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
224,42236,820,Thursday,3,2,0.633333333,0.62,39.38,1.5744033,Apartment,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
225,42221,805,Wednesday,5,3.6,0.632638889,3.23,16.77,19.2605844,Apartment,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
226,42238,822,Saturday,6,1.2,0.63125,3,12.54,23.923445,House,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
227,42229,813,Thursday,3,3.1,0.628472222,7,21.13,33.1282537,Business,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
228,42203,718,Saturday,5,0.3,0.627083333,1.94,13.06,14.8545176,Business,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
229,42227,811,Tuesday,7,3.1,0.627083333,4.28,15.72,27.2264631,House,Female,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
230,42220,804,Tuesday,1,2,0.626388889,2,11.48,17.4216028,House,Male,Cash,Credit,Angel,North End,43.633105,-116.208304,Aug
231,42245,829,Saturday,9,0.5,0.626388889,0,14.65,0,House,Male,-,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
232,42252,905,Saturday,2,3.6,0.622222222,5,19.05,26.2467192,Hotel,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
233,42220,804,Tuesday,5,1.6,0.621527778,3.23,16.77,19.2605844,Apartment,Male,Cash,Cash,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
234,42221,805,Wednesday,6,2.1,0.620138889,5,25.3,19.7628458,House,Male,Cash,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
235,42225,809,Sunday,4,1.8,0.617361111,1.56,28.44,5.4852321,House,Male,Cash,Cash,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
236,42225,809,Sunday,7,3.8,0.614583333,2,14.1,14.1843972,House,Female,Credit,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
237,42224,808,Saturday,6,1.7,0.6125,3.86,17.14,22.5204201,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
238,42231,815,Saturday,2,2.5,0.6125,5,19.95,25.0626566,House,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
239,42203,718,Saturday,5,1.2,0.607638889,2.65,27.35,9.6892139,House,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
240,42212,727,Monday,2,3.8,0.606944444,0,13.97,0,Business,Female,-,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
241,42229,813,Thursday,7,2.7,0.606944444,9.1,18.9,48.1481481,Apartment,Female,Cash,Cash,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
242,42236,820,Thursday,1,2.8,0.606944444,5,14.13,35.3857042,House,Female,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
243,42209,724,Friday,6,1.6,0.60625,5,16.6,30.1204819,House,Female,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
244,42221,805,Wednesday,7,2.5,0.605555556,3,17.67,16.9779287,Business,Female,Cash,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
245,42238,822,Saturday,6,2.6,0.605555556,2,35.55,5.625879,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
246,42220,804,Tuesday,5,1.4,0.604861111,2,30.43,6.5724614,House,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
247,42218,802,Sunday,9,1,0.604166667,2,26.81,7.459903,House,Female,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
248,42252,905,Saturday,8,7.5,0.602777778,3,22.26,13.4770889,House,Female,Credit,Credit,Sammie,Hidden Springs,43.723879,-116.255046,Sep
249,42203,718,Saturday,2,1.7,0.602083333,2.73,27.36,9.9780702,Apartment,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
250,42211,726,Sunday,5,2,0.602083333,2,46.43,4.3075598,House,Female,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
251,42245,829,Saturday,3,2.5,0.600694444,3.35,14.65,22.8668942,Business,Female,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
252,42217,801,Saturday,6,2.2,0.6,3,17.03,17.6159718,House,Female,Credit,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
253,42220,804,Tuesday,1,2.5,0.6,7,24.61,28.4437221,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
254,42211,726,Sunday,9,0.6,0.597916667,6,30.1,19.9335548,House,Female,Cash,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
255,42224,808,Saturday,6,2.7,0.597916667,3,18.9,15.8730159,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
256,42218,802,Sunday,7,2.7,0.597222222,4,18.84,21.2314225,Apartment,Female,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
257,42225,809,Sunday,2,3.6,0.597222222,0,17.44,0,Business,Female,-,-,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
258,42217,801,Saturday,7,2.9,0.596527778,2.14,34.86,6.1388411,House,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
259,42209,724,Friday,5,1.6,0.595138889,1.18,26.82,4.3997017,Apartment,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
260,42212,727,Monday,3,2.9,0.593055556,3,23.01,13.0378096,House,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Jul
261,42221,805,Wednesday,3,2.8,0.592361111,3,18.37,16.3309744,Business,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
262,42218,802,Sunday,5,0.9,0.591666667,4,18.24,21.9298246,House,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
263,42224,808,Saturday,5,0.8,0.591666667,2,14.65,13.6518771,House,Female,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
264,42225,809,Sunday,1,3.9,0.591666667,4,27.11,14.7547031,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
265,42252,905,Saturday,5,1.4,0.588888889,5,21.28,23.4962406,House,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
266,42218,802,Sunday,9,2.6,0.586805556,2,28.44,7.0323488,Apartment,Female,Cash,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
267,42218,802,Sunday,3,2.2,0.586805556,7,35.47,19.7349873,House,Male,Cash,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
268,42229,813,Thursday,5,0.7,0.586805556,0,11.86,0,House,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
269,42221,805,Wednesday,9,0.079,0.586111111,5.61,19.39,28.9324394,Apartment,Male,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
270,42229,813,Thursday,6,0.2,0.585416667,2.12,29.88,7.0950469,Apartment,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
271,42236,820,Thursday,3,2.5,0.585416667,0.81,24.19,3.3484911,Apartment,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
272,42231,815,Saturday,2,2.6,0.584722222,5,51.72,9.6674401,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
273,42227,811,Tuesday,1,2.8,0.584027778,5,20.9,23.923445,House,Female,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
274,42245,829,Saturday,6,0.8,0.584027778,3,28.44,10.5485232,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
275,42245,829,Saturday,9,0.4,0.584027778,2.56,28.44,9.0014065,Business,Female,Cash,Cash,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
276,42211,726,Sunday,9,0.5,0.581944444,2,12.54,15.9489633,Apartment,Female,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
277,42217,801,Saturday,3,2.7,0.578472222,4,16.08,24.8756219,House,Male,Cash,Credit,Angel,Garden City,43.633857,-116.24628,Aug
278,42217,801,Saturday,9,1.2,0.577777778,3,23.12,12.9757785,House,Female,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
279,42203,718,Saturday,5,1.6,0.573611111,3,15.71,19.0961171,House,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
280,42209,724,Friday,2,1.7,0.573611111,0,21.18,0,Apartment,Male,-,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
281,42214,729,Wednesday,1,2.6,0.572222222,3,19.41,15.4559505,House,Female,Credit,Cash,Angel,North End,43.633105,-116.208304,Jul
282,42252,905,Saturday,1,2.3,0.572222222,3.5,16.5,21.2121212,House,Female,Cash,Cash,Sammie,North End,43.633105,-116.208304,Sep
283,42229,813,Thursday,7,3.2,0.571527778,5,18.37,27.2182907,Business,Female,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
284,42212,727,Monday,6,1.3,0.570833333,2,17.3,11.5606936,Business,Female,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
285,42225,809,Sunday,9,0.4,0.570833333,0.16,19.84,0.8064516,Apartment,Male,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
286,42227,811,Tuesday,7,3.1,0.570138889,2.81,27.19,10.3346819,House,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
287,42218,802,Sunday,1,2.9,0.568055556,4,18.04,22.172949,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
288,42212,727,Monday,6,0.2,0.567361111,2,14.61,13.6892539,Apartment,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
289,42252,905,Saturday,5,0.7,0.566666667,3,25.1,11.9521912,Apartment,Female,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
290,42229,813,Thursday,10,3.2,0.565972222,2,14.13,14.1542817,Apartment,Male,Credit,Credit,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
291,42236,820,Thursday,3,3.1,0.565972222,3,13.44,22.3214286,Business,Female,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
292,42238,822,Saturday,5,0.7,0.565972222,2.35,14.65,16.0409556,Apartment,Male,Cash,Cash,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
293,42217,801,Saturday,6,0.9,0.563194444,5,19.41,25.7599176,House,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
294,42218,802,Sunday,6,0.2,0.5625,4.41,13.59,32.4503311,House,Male,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
295,42225,809,Sunday,2,3.6,0.5625,2,16.78,11.9189511,Business,Female,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
296,42218,802,Sunday,1,3.6,0.561805556,3,15.27,19.6463654,House,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Aug
297,42224,808,Saturday,3,2.4,0.560416667,6.78,47.22,14.3583227,House,Female,Cash,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
298,42245,829,Saturday,10,3.1,0.558333333,2.16,17.84,12.1076233,Apartment,Female,Credit,Credit,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
299,42224,808,Saturday,2,2.8,0.557638889,5,23.51,21.2675457,House,Male,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
300,42224,808,Saturday,2,3,0.556944444,5.86,23.14,25.3241141,Apartment,Female,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
301,42224,808,Saturday,1,3.9,0.555555556,5,26.83,18.6358554,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
302,42211,726,Sunday,6,2.6,0.554166667,2,22.43,8.9166295,House,Female,Cash,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
303,42203,718,Saturday,6,1.3,0.552777778,4.31,15.71,27.4347549,House,Male,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
304,42218,802,Sunday,9,1.2,0.551388889,3,21,14.2857143,House,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
305,42231,815,Saturday,3,3.3,0.550694444,0.39,14.61,2.6694045,Business,Male,Cash,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
306,42212,727,Monday,6,1.6,0.549305556,3.22,18.78,17.1458999,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
307,42225,809,Sunday,6,1.4,0.549305556,2,14.65,13.6518771,House,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
308,42220,804,Tuesday,3,2.7,0.546527778,0.03,24.02,0.1248959,Hotel,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
309,42221,805,Wednesday,3,2.6,0.546527778,0.59,10.41,5.6676273,Apartment,Female,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
310,42229,813,Thursday,3,2.5,0.545833333,5.98,30.02,19.9200533,Business,Female,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
311,42227,811,Tuesday,3,2,0.543055556,3,21.23,14.1309468,Business,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
312,42236,820,Thursday,6,1.7,0.543055556,4.63,21.37,21.6658868,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
313,42252,905,Saturday,7,3,0.543055556,1,16.77,5.9630292,Apartment,Male,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Sep
314,42238,822,Saturday,6,2,0.542361111,0,12.87,0,House,Male,-,Cash,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
315,42218,802,Sunday,3,2.9,0.541666667,4.4,31.6,13.9240506,Apartment,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
